sample_id,split,gloss,text,frames,start,end
10_0388,test,انا جد ماضي شراء مزرعه,جدي اشترى مزرعه,145,2569271,2569416
10_0389,test,جد ماضي حب شاي اب انا حب قهوه,جدي يحب الشاي و ابي يحب القهوه,242,2569416,2569658
10_0390,test,مدرسه قصه يوجد طاوله هو,كتاب القصه على الطاوله,207,2569658,2569865
10_0391,test,استفهام سوال ابن جيد,كيف حال ابنك,100,2569865,2569965
10_0392,test,استفهام سوال شخص هو اسره جيد,كيف حال اسرتك,146,2569965,2570111
10_0393,test,انا زوج لا_يوجد,انا لست متزوج,124,2570111,2570235
10_0394,test,مع ذهاب,نذهب معا,98,2570235,2570333
10_0395,test,استفهام هو اسم سوال,ما هو اسمك,93,2570333,2570426
10_0396,test,هو عمل سوال,ماذا تعمل,80,2570426,2570506
10_0397,test,انا صم,انا اصم,133,2570506,2570639
10_0398,test,استفهام هو صم,هل انت اصم,103,2570639,2570742
10_0399,test,استفهام هو زوج,هل انت متزوج,102,2570742,2570844
10_0400,test,كل_يوم صباح مشي وقت اثنان,يوميا في الصباح امشي لمده ساعتين,178,2570844,2571022
10_0401,test,انا رغبه اكل مكرونه,اريد ان اكل المكرونه,210,2571022,2571232
10_0402,test,انا رغبه شراء بيض رز,اريد شراء البيض و الرز,187,2571232,2571419
10_0403,test,انا رغبه ذهاب بحر,اريد ان اذهب الى البحر,152,2571419,2571571
10_0404,test,هو بنت شخص حذاء اسود فستان لون وردي,البنت ترتدي حذاء اسود و فستان وردي,206,2571571,2571777
10_0405,test,صيف ذهاب صيد سمكه,في الصيف اذهب لصيد السمك,167,2571777,2571944
10_0406,test,انا اخ حب لون احمر,اخي يحب اللون الاحمر,119,2571944,2572063
10_0407,test,سرير خفيف سعيد,السرير مريح,117,2572063,2572180
10_0408,test,كلب خلف منزل,الكلب خلف الحائط,126,2572180,2572306
10_0409,test,انا سن الم سن,عندي الم في اسناني,107,2572306,2572413
10_0410,test,انا حفيد مع ذهاب قهوه كوفي,انا و احفادي ذهبنا الى المقهى,152,2572413,2572565
10_0411,test,انا اسف,انا اسف,63,2572565,2572628
10_0412,test,فندق داخل برد,الفندق بارد,90,2572628,2572718
10_0413,test,انا ابن ت س م م بطن,ابني يعاني من تسمم غذائي,159,2572718,2572877
10_0414,test,انا حب لا ال ب ق و ل ي ا ت,لا احب البقوليات,184,2572877,2573061
10_0415,test,انا معرفه سبب اختبار,انا اذاكر للاختبار,109,2573061,2573170
10_0416,test,انا وضوء قبل نوم,انا اتوضا قبل النوم,105,2573170,2573275
10_0417,test,ام نار خلط غرفه خلط,امي تطبخ الفطور في المطبخ,185,2573275,2573460
10_0418,test,طفل لعب بحر قريب,الطفل يلعب على الشاطى,132,2573460,2573592
10_0419,test,انا حب برد,احب البرد,82,2573592,2573674
10_0420,test,انا حب تفاحه موزه انواع صيف,احب اكل الفاكهه في الصيف,183,2573674,2573857
10_0421,test,انا لقاء اقارب مباراه,التقي باقاربي في المباراه,91,2573857,2573948
10_0422,test,سوال موقع بيع,اين المتجر,69,2573948,2574017
10_0423,test,انا ابن بنت بطن,ابنتي تعاني من الم في المعده,134,2574017,2574151
10_0424,test,انا اخ رغبه لا ال خ س,اختي لا تحب الخس,127,2574151,2574278
10_0425,test,دجاج طير في ب ر و ت ي ن,الدجاج فيه بروتين,166,2574278,2574444
10_0426,test,انا اخ مع ارنب قصه رمايه,اخي في فريق الرمايه,124,2574444,2574568
10_0427,test,انتظار اخ بنت جامعه,انتظر اختي في الجامعه,92,2574568,2574660
10_0428,test,شخص خدمه نحيف ركض سرعه,النادل نحيل وسريع,168,2574660,2574828
10_0429,test,طفل بكاء صراخ ازعاج,بكاء الطفل مزعج,161,2574828,2574989
10_0430,test,اخ بنت جديله لون اصفر,شعر اختي طويل ولونه اشقر,144,2574989,2575133
10_0431,test,ذاكره نسيان تذكره طياره,لقد نسيت تذكره الطياره,115,2575133,2575248
10_0432,test,لا طاوله كرسي لا,لا تجلس على الطاوله,125,2575248,2575373
10_0433,test,رغبه وقت اتقان د هضمي,اريد موعد مع طبيب الجهاز الهضمي,160,2575373,2575533
10_0434,test,ولد هو اختفاء شرطه,هرب الرجل من الشرطه,127,2575533,2575660
10_0435,test,انا غسل_وجه صباح,اغسل وجهي في الصباح,138,2575660,2575798
10_0436,test,انا شراء انا اخ شراء دراجه_ناريه,اشترى اخي دراجه ناريه,198,2575798,2575996
10_0437,test,انا منزل مدرسه اخر نهايه,انتهيت من واجباتي المدرسيه,143,2575996,2576139
10_0438,test,حقيبه_يد حقيبه_ظهر حقيبه_يد خفيف لا,الحقيبه ليست خفيفه,185,2576139,2576324
10_0439,test,كلب جبل صعود,الكلب يصعد الجبل,85,2576324,2576409
10_0440,test,ولد كتابه جدار كتابه,الولد يكتب على الجدار,131,2576409,2576540
10_0441,test,انا الثلاثاء شراء تصوير,ساشتري كاميرا يوم الثلاثاء,128,2576540,2576668
10_0442,test,ممنوع كرسي لا_2,ممنوع الجلوس,79,2576668,2576747
10_0443,test,سوال مال سوال صوره اسود بطن,كم سعر تصوير الموجات فوق الصوتيه للبطن,258,2576747,2577005
10_0444,test,استفهام لوحه الثلاثاء مفتوح هو,هل المحل مفتوح يوم الثلاثاء,114,2577005,2577119
10_0445,test,هو ثلج قليل هنا,الثلج نادر هنا,136,2577119,2577255
10_0446,test,هو تاريخ وقت ولاده,متى موعد الولاده,124,2577255,2577379
10_0447,test,انا حضور تاريخ وقت محدد تاخير,حضرت للموعد متاخر,169,2577379,2577548
10_0448,test,انا رغبه شكوى سبب ازعاج,اريد تقديم شكوى بسبب الازعاج,137,2577548,2577685
10_0449,test,انا اخ رغبه طياره تخفيض,ابي يريد بدل اعاقه,139,2577685,2577824
10_0450,test,انا رغبه كلمه منزل نقل,اريد نقل ملكيه المنزل,199,2577824,2578023
10_0451,test,هو ملكيه منزل خوف انا,هو مالك المنزل الجديد,147,2578023,2578170
10_0452,test,انا جد رغبه حب سوال اخبار تلفاز,جدي يحب مشاهده الاخبار التلفزيونيه,172,2578170,2578342
10_0453,test,انا اخ بناء سوال جبل,اخي يبني بيت فوق الجبل,158,2578342,2578500
10_0454,test,رياضه فائده صحه,الرياضه مفيده للصحه,133,2578500,2578633
10_0455,test,انا مشاهده هويه نظر سوال الاربعاء,لقد وجدت هويتي يوم الاربعاء,192,2578633,2578825
10_0456,test,استفهام بطاقه يوجد,هل لديك رخصه,84,2578825,2578909
10_0457,test,ممنوع اكل بقره جبن انواع,ممنوع ان اكل منتجات الالبان,209,2578909,2579118
10_0458,test,انا جد جيد غني,جدي جيد وغني,127,2579118,2579245
10_0459,test,تقديم فقير اكل,اعطي الفقير اكل,101,2579245,2579346
10_0460,test,استفهام حب بقره او عصير,هل تحب الحليب ام العصير,122,2579346,2579468
10_0461,test,انا غرفه لون وردي,غرفتي لونها وردي,123,2579468,2579591
10_0462,test,موقع منزل سوال,ما هو عنوانك,74,2579591,2579665
10_0463,test,انا ضياع كتاب قصه,فقدت كتاب القصه,115,2579665,2579780
10_0464,test,اتصال زوج,اتصلت بزوجي,181,2579780,2579961
10_0465,test,هو طير دخل سرير تحت,الطائر تحت السرير,153,2579961,2580114
10_0466,test,انا طاعه جد,انا احترم جدي,120,2580114,2580234
10_0467,test,الان تاريخ اثنان عشر,اليوم هو الثاني من اكتوبر,172,2580234,2580406
10_0468,test,انا غدا منزل ترتيب تنظيف,انا ارتب المنزل يوميا,170,2580406,2580576
10_0469,test,استئذان غدا عوده,من قضلك تعال غدا,81,2580576,2580657
10_0470,test,انا رغبه دوره_مياه,اريد ان اذهب الى الحمام,92,2580657,2580749
10_0471,test,زوج هو شراء كل_يوم الجمعه منزل اعطاء,زوجي يشتري اغراض المنزل يوم الجمعه,162,2580749,2580911
10_0472,test,رغبه لا انتظار,اكره الانتظار,96,2580911,2581007
10_0473,test,مال دفع بطاقه سياره مال رخيص,رسوم رخصه القياده رخيصه,139,2581007,2581146
10_0474,test,انا رغبه صوره_شخصيه اربع,انا اريد اربع صور ضوئيه,140,2581146,2581286
10_0475,test,انا اخ عمل بدون,اخي عاطل عن العمل,135,2581286,2581421
10_0476,test,عمر ام انا اثنان_ثلاثون سن,عمر امي اثنان و ثلاثون سنه,156,2581421,2581577
10_0477,test,هو استفهام هو ولد شخص صفه سرقه سوال,صف الرجل الذي سرق,220,2581577,2581797
10_0478,test,هو ولد ولاده اتقان صباح,ولد الطفل سليم في الصباح,169,2581797,2581966
10_0479,test,مشاهده صعب تقلب سبب ازعاج صراخ,اجد صعوبه في النوم بسبب الازعاج,176,2581966,2582142
10_0480,test,انا اخ بنت زواج تاريخ السبت قادم,اختي ستتزوج يوم السبت القادم,215,2582142,2582357
10_0481,test,انا مشاهده معرفه مدرسه,انا استمع للدرس,107,2582357,2582464
10_0482,test,انا حفظ مدرسه داخل مدرسه,انا احفظ الدرس في المدرسه,167,2582464,2582631
10_0483,test,انا ام عمل داخل منزل داخل,امي تعمل في البيت,141,2582631,2582772
10_0484,test,انا رغبه تحويل د بطن,اريد تحويل من طبيب الجهاز الهضمي,204,2582772,2582976
10_0485,test,تاريخ سوال د عوده تاريخ سوال,متى سيعود الطبيب الى المستشفى,139,2582976,2583115
10_0486,test,انا ابن بنت عمر اربع_سنوات,ابنتي عمرها اربع سنوات,163,2583115,2583278
10_0487,test,انا سياره حافله,انا اقود الحافله,163,2583278,2583441
10_0488,test,انا زياره هو جد اسبوع مستمر,ازور جدي كل اسبوع,213,2583441,2583654
10_0489,test,انا سعيد سبب صيف اغلاق,انا سعيد بعطله الصيف,133,2583654,2583787
10_0490,test,انا لبس بنطال لون ازرق,انا البس بنطلون جينز ازرق,182,2583787,2583969
10_0491,test,انا استفراغ دوخه حمى الان,انا اتقيا واعاني من دوخه وحمى الان,153,2583969,2584122
10_0492,test,انا ذهاب فيلم سينما وقت اثنان ليل,انا اذهب الى السينما الساعه الثانيه مساء,173,2584122,2584295
10_0493,test,انا اخ عضو مع السعوديه قصه كره_قدم,اخي عضو في الفريق السعودي لكره القدم,193,2584295,2584488
10_0494,test,بيع جد بيع مزرعه,باع جدي المزرعه,192,2584488,2584680
10_0495,test,معلم بنت نداء اخ بنت,المعلمه تنادي اختي,165,2584680,2584845
10_0496,test,دراجه_ناريه هو خطر,الدراجه الناريه خطيره,126,2584845,2584971
10_0497,test,سوال اخر شهاده سوال,ما هي نتائج الاختبار,79,2584971,2585050
10_0498,test,انا غسل_يد قبل اكل,اغسل يدي قبل الاكل,140,2585050,2585190
10_0499,test,بنت هو لبس لون ابيض,المراه ترتدي لبس ابيض,149,2585190,2585339
10_0500,test,استفهام نسخ بطاقه هو,هل لديك نسخه من التصريح,167,2585339,2585506
11_0001,test,سوال هو,من هو,167,2585506,2585673
11_0002,test,هو معلم لغه اشاره,هو مدرس لغه اشاره,294,2585673,2585967
11_0003,test,استفهام هو معلم هو,هل انت مدرس,245,2585967,2586212
11_0004,test,هو معلم لا انا مدرسه,انت لست مدرس انا طالب,366,2586212,2586578
11_0005,test,هو سوال,هو من,159,2586578,2586737
11_0006,test,هو صديق مدرسه,هو زميلي في المدرسه,256,2586737,2586993
11_0007,test,استفهام هو صديق مدرسه,هل هو زميلك في المدرسه,280,2586993,2587273
11_0008,test,انا اسره رقم ثلاث اشخاص,اسرتي تتكون من ثلاث اشخاص,329,2587273,2587602
11_0009,test,رقم عمر ابن بنت,كم عمر ابنتك,280,2587602,2587882
11_0010,test,عمر اربع سن عمر,عمرها اربع سنوات,232,2587882,2588114
11_0011,test,عمر سن خمسون سن,عمره خمسين سنه,207,2588114,2588321
11_0012,test,سوال بنت ابن,اين ابنته,225,2588321,2588546
11_0013,test,عمر ابن خمسون سن,عمر ابنه خمسين سنه,284,2588546,2588830
11_0014,test,معرفه هو لغه اشاره,هو يعرف لغه الاشاره,207,2588830,2589037
11_0015,test,معرفه لغه اشاره,اعرف لغه الاشاره,206,2589037,2589243
11_0016,test,هو معرفه ام لغه اشاره,هل تعرف والدتك لغه الاشاره,289,2589243,2589532
11_0017,test,لا معرفه لغه اشاره,لا تعلم لغه الاشاره,204,2589532,2589736
11_0018,test,ممكن هو قدره كتابه اسم هو,ممكن تكتب اسمك,209,2589736,2589945
11_0019,test,انا كتابه,انا اكتب,181,2589945,2590126
11_0020,test,استفهام تاريخ الان سوال,ما هو تاريخ اليوم,174,2590126,2590300
11_0021,test,الان واحد شهر عشر,اليوم هو واحد اكتوبر,412,2590300,2590712
11_0022,test,انا ذهاب مدرسه سبب كره_قدم,انا اذهب الى المدرسه لالعب كره القدم,369,2590712,2591081
11_0023,test,انا قلب قدره,انوي القيام به,303,2591081,2591384
11_0024,test,هو رغبه شرب سوال,ماذا تريد ان تشرب,216,2591384,2591600
11_0025,test,انا رغبه شرب شاي,انا اريد ان اشرب الشاي,228,2591600,2591828
11_0026,test,هو رغبه اكل سوال,ماذا تريد ان تاكل,200,2591828,2592028
11_0027,test,انا رغبه اكل رز,اريد ان اكل رز,196,2592028,2592224
11_0028,test,انا رغبه ذهاب مكتبه بعد صيف,اريد ان اذهب الى المكتبه بعد الظهر,338,2592224,2592562
11_0029,test,هو رغبه بعد صيف سوال,ماذا تريد ان تفعل بعد الظهر,300,2592562,2592862
11_0030,test,انا رغبه ذهاب لوحه بقاله,اريد ان اذهب الى السوبرماركت بعد الظهر,252,2592862,2593114
11_0031,test,سبب رغبه شراء,ماذا تريد ان تشتري,184,2593114,2593298
11_0032,test,انا رغبه كوب شراء,اريد شراء كوب,296,2593298,2593594
11_0033,test,انا رغبه معرفه لغه اشاره,اريد ان اتعلم لغه الاشاره,317,2593594,2593911
11_0034,test,انا رغبه ذهاب مدرسه سبب قراءه غدا,اريد ان اذهب الى المدرسه لقراءه الكتب غدا,354,2593911,2594265
11_0035,test,رقم معلم مدرسه هو,كم عدد المدرسين في مدرستك,330,2594265,2594595
11_0036,test,رقم اشخاص مدرسه هو مدرسه,كم عدد الاشخاص في مدرستك,325,2594595,2594920
11_0037,test,سوال قط,اين القطه,167,2594920,2595087
11_0038,test,قط صغير تحت طاوله,القط الصغير تحت الطاوله,335,2595087,2595422
11_0039,test,اب هو منزل يوجد,والدك في المنزل,266,2595422,2595688
11_0040,test,لا منزل لا_يوجد,ليس في المنزل,152,2595688,2595840
11_0041,test,سوال اب,اين والدك,158,2595840,2595998
11_0042,test,اب مستشفى يوجد,والدي في المستشفى,199,2595998,2596197
11_0043,test,سوال عمل,اين يعمل,132,2596197,2596329
11_0044,test,صديق انا مدرسه,صديقي في المدرسه,262,2596329,2596591
11_0045,test,انا ام منزل,امي في المنزل,260,2596591,2596851
11_0046,test,سوال كوب شرب,اين الكوب,224,2596851,2597075
11_0047,test,سوال صديق هو,اين اصدقائك,164,2597075,2597239
11_0048,test,قراءه سوال مكان مدرسه,القراءه في المدرسه,279,2597239,2597518
11_0049,test,طاوله هو سوال,ماذا يوجد على الطاوله,182,2597518,2597700
11_0050,test,طاوله كتاب لاب_توب يوجد,هناك كتب و كمبيوترعلى الطاوله,340,2597700,2598040
11_0051,test,هو اسم هو,ما اسمه,144,2598040,2598184
11_0052,test,اسم هو ولد خلف,ما اسم ذلك الرجل في الخلف,239,2598184,2598423
11_0053,test,استئذان انا كرسي الان,ممكن اجلس على الكرسي,185,2598423,2598608
11_0054,test,استئذان دعوه كرسي,من فضلك اجلس,177,2598608,2598785
11_0055,test,سوال كرسي يوجد سوال,ماذا يوجد على الكرسي,247,2598785,2599032
11_0056,test,كرسي قط صغير فوق_كرسي,هناك قط صغير على الكرسي,354,2599032,2599386
11_0057,test,يوجد مدرسه يوجد بيع,يوجد متجر في المدرسه,278,2599386,2599664
11_0058,test,رقم وقت الان,كم الوقت الان,182,2599664,2599846
11_0059,test,وقت سوال عشر,الساعه العاشره,253,2599846,2600099
11_0060,test,وقت هو صيف اكل وقت سوال,متى تاكل في الظهر,237,2600099,2600336
11_0061,test,تاريخ وقت اب انا منزل اخر تاريخ,متى سيعود ابي الى المنزل,289,2600336,2600625
11_0062,test,وقت خمس ليل,الوقت الخامسه مساء,155,2600625,2600780
11_0063,test,هو تاريخ ذهاب سينما فيلم تاريخ,متى نذهب الى السينما,341,2600780,2601121
11_0064,test,هو الان مطر,يوجد مطر الان,230,2601121,2601351
11_0065,test,لا مطر الان لا,لا يوجد مطر الان,178,2601351,2601529
11_0066,test,لا برد الان,لا يوجد برد الان,222,2601529,2601751
11_0067,test,سوال صحه هو,كيف حالك,130,2601751,2601881
11_0068,test,شكر د,شكرا دكتور,133,2601881,2602014
11_0069,test,هو مطر غدا,هل ستمطر غدا,182,2602014,2602196
11_0070,test,لا غدا مطر لا,لن تمطر غدا,236,2602196,2602432
11_0071,test,هو عمل سوال,ماذا تعمل,150,2602432,2602582
11_0072,test,انا شعر قراءه,انا اقرا,155,2602582,2602737
11_0073,test,انا شراء تفاحه موزه انواع,انا اشتريت فواكه,342,2602737,2603079
11_0074,test,انا سعيد مقابله,انا سعيد بلقائك,116,2603079,2603195
11_0075,test,هو رغبه رياضه سوال قلب رغبه سوال,ما هي الرياضه التي تحبها,364,2603195,2603559
11_0076,test,انا حب كره_قدم كثير حب,احب لعب كره القدم كثيرا,416,2603559,2603975
11_0077,test,سوال هو شراء تفاحه,هل اشتريت التفاح,133,2603975,2604108
11_0078,test,انا شراء تفاحه لا_يوجد,انا لم اشتري التفاح,203,2604108,2604311
11_0079,test,هو لبس جيد حلو,لبسه جميل,439,2604311,2604750
11_0080,test,جو برد قليل,الجو بارد قليلا,275,2604750,2605025
11_0081,test,انا الان ماضي تعب,كنت متعب قليلا امس,212,2605025,2605237
11_0082,test,هو مشاهده هاتف مشاهده,هل رايت هاتفي,268,2605237,2605505
11_0083,test,هو صديق انا,هو صديقي,225,2605505,2605730
11_0084,test,سوال عمر اخ هو,كم هو عمر اخيك,288,2605730,2606018
11_0085,test,انا استيقاظ وقت خمس صباح كل_يوم,استيقظ في الخامسه كل صباح,259,2606018,2606277
11_0086,test,نهايه كتابه منزل نهايه,انتهيت من واجباتي,317,2606277,2606594
11_0087,test,انا خلط اكل خلط كل_يوم ليل,اطبخ كل ليله,231,2606594,2606825
11_0088,test,انا خوف,انا خائف,232,2606825,2607057
11_0089,test,سبب خوف,لماذا انت خائف,186,2607057,2607243
11_0090,test,دعوه مع دعوه اكل ليل دعوه الان ليل,لنتناول العشاء معا الليله,275,2607243,2607518
11_0091,test,سوال كرسي حمام,اين الحمام,234,2607518,2607752
11_0092,test,انا رغبه شرب بقره,اريد ان اشرب الحليب,321,2607752,2608073
11_0093,test,اعاده عوده مدرسه حافله,نعود الى المدرسه بالحافله,231,2608073,2608304
11_0094,test,هو اكل صباح اكل هو,هل اكلت الفطور,138,2608304,2608442
11_0095,test,انا اب خلط اكل نارغرفه,ابي يعد العشاء في المطبخ,281,2608442,2608723
11_0096,test,مكتبه مدرسه جميل,مكتبه المدرسه جميله,238,2608723,2608961
11_0097,test,لا حب اكل موز,لا احل اكل الموز,293,2608961,2609254
11_0098,test,كتاب جواز تذكره طياره حقيبه_يد يوجد,جواز سفري و تذكره الطياره في الحقيبه,307,2609254,2609561
11_0099,test,انا اب حادث,تعرض ابي لحادث,245,2609561,2609806
11_0100,test,انا اكل ليل وقت تسع,انا اكل العشاء الساعه التاسعه,299,2609806,2610105
11_0101,test,انا زوج عمل كثير,زوجي يعمل كثيرا,263,2610105,2610368
11_0102,test,زوج عمل سوال اكل لوحه,زوجي يعمل في المطعم,240,2610368,2610608
11_0103,test,هو طفل رغبه لعب انواع كثير,يريد الطفل العاب متنوعه,256,2610608,2610864
11_0104,test,رغبه حذاء خوف,اريد حذاء جديد,182,2610864,2611046
11_0105,test,انا رغبه تلفاز حاسب خوف,اريد كمبيوتر جديد,276,2611046,2611322
11_0106,test,هو رغبه دراجه,اريد دراجه,224,2611322,2611546
11_0107,test,زهره مطر رغبه,الزهور تحتاج المطر,265,2611546,2611811
11_0108,test,استفهام هو جوع اكل هو,هل انت جائع,149,2611811,2611960
11_0109,test,هو يوجد سلطه اتقان,هل لديك سلطه طازجه,282,2611960,2612242
11_0110,test,استفهام هو تفاحه اتقان,هل لديك تفاح طازج,242,2612242,2612484
11_0111,test,اخ جوع,اخي جائع,189,2612484,2612673
11_0112,test,هو ام جوع,والدتك جائعه,202,2612673,2612875
11_0113,test,الان تفاحه موزه يوجد لوحه,يوجد اليوم تفاح و موز في السوبرماركت,374,2612875,2613249
11_0114,test,هو مساعده,هل تساعدني,188,2613249,2613437
11_0115,test,شرطه استفهام منزل ام سوال,يسالني الشرطي عن مكان والدتي,341,2613437,2613778
11_0116,test,تاريخ زوج هو ذهاب سينما,متى سيذهب زوجك للسينما,289,2613778,2614067
11_0117,test,معلم ذهاب مركز صم يوم الاربعاء,يذهب المعلم الى مركز الصم يوم الاربعاء,404,2614067,2614471
11_0118,test,شخص صم ذهاب مركز صم,يذهب الاصم الى مركز الصم,417,2614471,2614888
11_0119,test,انا بيتزا سوال لوحه اكل,انا اكل البيتزا في المطعم,254,2614888,2615142
11_0120,test,هو رغبه حب اكل شوكولاته بسكوت حب هو,تحب ان تاكل البسكوت و الشوكولاته,270,2615142,2615412
11_0121,test,انا سياره ركوب ذهاب لوحه بقاله شوكولاته,انا اقود الى السوبرماركت,491,2615412,2615903
11_0122,test,بنت دراجه,البنت تركب دراجه,237,2615903,2616140
11_0123,test,انا صديق دراجه ماضي,ركب صديقي دراجه امس,218,2616140,2616358
11_0124,test,شرطه دراجه_ناريه,يركب الشرطي دراجه ناريه,189,2616358,2616547
11_0125,test,ولد صم هو سياره قدره,الرجل الاصم يقود سياره,337,2616547,2616884
11_0126,test,مدرسه شخص سياره ذهاب وصل مركز سياره,ياتي الطالب الى المعهد بالسياره,258,2616884,2617142
11_0127,test,استفهام الحذاء مشاهده سوال,هل رايت الحذاء,238,2617142,2617380
11_0128,test,هو قدره مشاهده نظاره,هل رايت النظارات,218,2617380,2617598
11_0129,test,لاب_توب حاسب مشاهده لاب_توب,هل رايت الكمبيوتر,278,2617598,2617876
11_0130,test,انا ذهاب سينما الان ليل,انا ذاهب الى السينما الليله,415,2617876,2618291
11_0131,test,اخ ذهاب اكل لوحه,ذهب اخي الى المطعم,273,2618291,2618564
11_0132,test,انا ذهاب لوحه شوكولاته بقاله انواع شراء,انا ذاهب الى السوبرماركت,195,2618564,2618759
11_0133,test,زوج ذهاب لوحه بقاله,يذهب الزوج الى السوبرماركت,217,2618759,2618976
11_0134,test,دعوه نداء اكل رغبه تعداد,اطلب من النادل,200,2618976,2619176
11_0135,test,الان برد ليل برد,الجو بارد الليله,178,2619176,2619354
11_0136,test,الان برد ماضي مركز صم,شعرت بالبرد في مركز الصم امس,219,2619354,2619573
11_0137,test,انا شعور برد حافله داخل ليل الان,انا اشعر بالبرد في الحافله الليله,323,2619573,2619896
11_0138,test,شراء شاي شرب رغبه هو,هل تريد شراء الشاي,191,2619896,2620087
11_0139,test,انا شراء شوكولاته,انا اشتري الشوكولاته,241,2620087,2620328
11_0140,test,ولد شخص شراء ماء,الولد يشتري الماء,322,2620328,2620650
11_0141,test,انا غدا حاسب شراء,سوف اشتري كمبيوتر غدا,211,2620650,2620861
11_0142,test,الان خس ال خ س لوحه بقاله,اليوم نشتري الخس من السوبرماركت,424,2620861,2621285
11_0143,test,انا الان خلط اكل,انا اطبخ الان,251,2621285,2621536
11_0144,test,الان خلط لا,لا اطبخ الان,211,2621536,2621747
11_0145,test,وقت سوال حافله دخول,متى تاتي الحافله,318,2621747,2622065
11_0146,test,وقت رئيس ذهاب وقت سوال,متى ياتي الرئيس,238,2622065,2622303
11_0147,test,رقم بسكوت مال تفاحه مال رقم,كم سعر البسكوت والتفاح,281,2622303,2622584
11_0148,test,زوج هو معرفه لغه اشاره,زوجك يتعلم لغه الاشاره,403,2622584,2622987
11_0149,test,هو صديق هو معرفه لغه اشاره,صديقك يتعلم لغه الاشاره,265,2622987,2623252
11_0150,test,بنت هو قراءه,المراه تقرا,184,2623252,2623436
11_0151,test,ولد قراءه,الولد يقرا,170,2623436,2623606
11_0152,test,صديق كتاب قراءه,صديقي يقرا كتاب,199,2623606,2623805
11_0153,test,ام قراءه كل_يوم السبت,الام تقرا كتاب يوم السبت,303,2623805,2624108
11_0154,test,اخ حب كتاب خوف هو,يحب اخوك قراءه كتاب جديد,337,2624108,2624445
11_0155,test,انا حب شاي,نحن نحب الشاي,273,2624445,2624718
11_0156,test,انا حب بقره اتقان,انا احب الحليب الطازج,273,2624718,2624991
11_0157,test,طفل حب ثلج هو,الطفل يحب الثلج,277,2624991,2625268
11_0158,test,انا حب شوكولاته بقره,انا احب الشوكولاته و الحليب,415,2625268,2625683
11_0159,test,هو حب شوكولاته بسكوت,تحب الشوكولاته او البسكوت,343,2625683,2626026
11_0160,test,سلطه اتقان ممتاز,السلطه الطازجه طعمها جيد,308,2626026,2626334
11_0161,test,موزه تفاحه اتقان ممتاز جيد,طعم الموز والتفاح الطازج جيد,391,2626334,2626725
11_0162,test,انا صديق كتابه,صديقي يكتب,214,2626725,2626939
11_0163,test,ممكن صديق قدره كتابه,يمكن لصديقي ان يكتب,254,2626939,2627193
11_0164,test,لعب هو ممتاز,اللعبه جميله,226,2627193,2627419
11_0165,test,انا بحث تفاحه احمر,انا ابحث عن تفاح احمر,376,2627419,2627795
11_0166,test,هو رغبه قهوه شاي رغبه سوال,هل تريد قهوه او شاي,393,2627795,2628188
11_0167,test,هو بحث قهوه شاي,هل تريد شاي ام قهوه,261,2628188,2628449
11_0168,test,انا بحث تفاحه احمر شوكولاته,انا ابحث عن تفاح احمر و شوكولاته,341,2628449,2628790
11_0169,test,رئيس اتصال,الرئيس على الهاتف,244,2628790,2629034
11_0170,test,استفهام غدا صديق لقاء,هل ستلتقي بصديقك غدا,299,2629034,2629333
11_0171,test,انا غدا صديق لقاء,سالتقي بصديقي غدا,260,2629333,2629593
11_0172,test,هو شرب هو,هو يشرب ماء,189,2629593,2629782
11_0173,test,انا شرب ماضي,شربت الماء امس,234,2629782,2630016
11_0174,test,ولد شخص ماء هو,الولد يشرب الماء,196,2630016,2630212
11_0175,test,نسيان دراجه,نسيت الدراجه,289,2630212,2630501
11_0176,test,انا جميع جوع,نحن جائعون,211,2630501,2630712
11_0177,test,حافله خوف هو,الحافله جديده,223,2630712,2630935
11_0178,test,سوال بيتزا,اين البيتزا,222,2630935,2631157
11_0179,test,نظاره غالي,النظارات غاليه,225,2631157,2631382
11_0180,test,حذاء رخيص,الحذاء رخيص,204,2631382,2631586
11_0181,test,حاسب لاب_توب غالي,الكمبيوتر غالي السعر,210,2631586,2631796
11_0182,test,شوكولاته صحه,الشوكولاته صحيه,188,2631796,2631984
11_0183,test,اب مستشفى منزل سبب حادث,والدي في المستشفى لانه تعرض لحادث,301,2631984,2632285
11_0184,test,استئذان عصير تفاحه,من فضلك اعطني عصير تفاح,238,2632285,2632523
11_0185,test,رغبه صوره قط صغير,ابني يريد تصوير القط الصغير,343,2632523,2632866
11_0186,test,انا خوف ولاده قبل وقت,اخاف من الولاده قبل الاوان,279,2632866,2633145
11_0187,test,انا ام ذهاب مستشفى سبب مرض,ذهبت والدتي الى المستشفى لانها مريضه,342,2633145,2633487
11_0188,test,انا نوم تقلب,اجد صعوبه في النوم,142,2633487,2633629
11_0189,test,ابن زعل سبب كلب موت,ابني حزين لان الكلب مات,299,2633629,2633928
11_0190,test,جد ماضي هو حزن سبب طير موت,جدي حزين لان الطائر مات,191,2633928,2634119
11_0191,test,انا زعل سبب قط موت الان صباح,انا حزين لان قطتي ماتت هذا الصباح,209,2634119,2634328
11_0192,test,انا ذهاب مزرعه شراء بيض موزه انواع,اذهب الى المزرعه لشراء البيض و الموز,337,2634328,2634665
